,model,time_score
0,1,5.0
1,2,5.0
2,3,5.0
3,4,5.0
4,5,5.0
5,6,5.0
6,7,0.9500000000000006
7,8,0.7000000000000004
8,9,0.22000000000000006
9,10,0.5200000000000002
10,11,0.7100000000000004
11,12,0.8000000000000005
12,13,0.8000000000000005
13,14,0.9100000000000006
14,15,1.0000000000000007
15,16,0.9600000000000006
16,17,0.8900000000000006
17,18,0.7000000000000004
18,19,0.7900000000000005
19,20,0.7600000000000005
20,21,0.7600000000000005
21,22,0.20000000000000004
22,23,0.17
23,24,0.16
24,25,1.0000000000000007
25,26,0.16
26,27,0.17
27,28,0.8800000000000006
28,29,0.15
29,30,1.1400000000000008
30,31,0.4000000000000002
31,32,0.35000000000000014
32,33,0.15
33,34,0.2900000000000001
34,35,1.5200000000000011
35,36,0.36000000000000015
36,37,0.12999999999999998
37,38,0.13999999999999999
38,39,0.47000000000000025
39,40,0.12999999999999998
40,41,0.6200000000000003
